report_date,channel, spend ,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2021,facebook,56634,,,,apple brand search,apple non-brand search,direct streaming audio,direct-mail,facebook,google brand search,google non-brand search,google uac,growth-promo,impact radius,influencer,package-inserts,podcast,print,promo,radio,referral,snapchat,street-team,tiktok,tv,
10/25/2021,google non-brand search,14831,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2021,google uac,24631,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2021,impact radius,640,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2021,influencer,63913,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2021,podcast,2935,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2021,referral,377,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2021,snapchat,5290,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2021,tiktok,23901,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2021,tv,5816,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2021,apple brand search,7503,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2021,apple non-brand search,2001,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2021,direct-mail,3416,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2021,facebook,120453,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2021,google brand search,1445,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2021,google non-brand search,2075,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2021,google uac,30394,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2021,impact radius,951,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2021,influencer,61920,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2021,podcast,2992,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2021,referral,391,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2021,snapchat,5717,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2021,tiktok,27343,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2021,tv,1606,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2021,apple brand search,6332,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2021,apple non-brand search,2060,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2021,direct-mail,3821,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2021,facebook,107770,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2021,google brand search,4706,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2021,google non-brand search,19803,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2021,google uac,23231,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2021,impact radius,790,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2021,influencer,50250,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2021,podcast,3114,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2021,referral,438,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2021,snapchat,1966,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2021,tiktok,16435,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2021,tv,8657,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2021,apple brand search,7902,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2021,apple non-brand search,1472,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2021,direct-mail,5441,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2021,facebook,95896,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2021,google brand search,5843,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2021,google non-brand search,19556,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2021,google uac,22516,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2021,impact radius,840,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2021,influencer,208955,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2021,podcast,3003,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2021,promo,153400,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2021,referral,418,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2021,snapchat,2017,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2021,tiktok,16206,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2021,tv,15763,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,apple brand search,6287,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,apple non-brand search,1315,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,direct-mail,4631,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,facebook,79090,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,google brand search,4592,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,google non-brand search,23237,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,google uac,25714,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,impact radius,821,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,influencer,147014,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,podcast,2951,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,promo,37850,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,referral,402,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,snapchat,4415,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,tiktok,8622,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,tv,14367,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,apple brand search,6423,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,apple non-brand search,970,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,direct-mail,4166,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,facebook,80229,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,google brand search,4389,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,google non-brand search,19283,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,google uac,30050,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,impact radius,415,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,influencer,49634,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,package-inserts,145,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,podcast,2839,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,referral,396,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,snapchat,4579,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,tiktok,5885,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,tv,13044,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,apple brand search,5800,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,apple non-brand search,1296,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,direct-mail,4031,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,facebook,79157,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,google brand search,4167,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,google non-brand search,16463,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,google uac,22619,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,impact radius,695,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,influencer,57602,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,package-inserts,723,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,podcast,2500,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,referral,316,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,snapchat,4364,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,tiktok,6036,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,tv,11387,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2021,apple brand search,6173,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2021,apple non-brand search,1893,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2021,direct-mail,5306,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2021,facebook,78796,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2021,google brand search,4704,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2021,google non-brand search,19111,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2021,google uac,19631,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2021,impact radius,590,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2021,influencer,101733,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2021,package-inserts,434,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2021,podcast,4510,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2021,referral,341,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2021,snapchat,4329,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2021,tiktok,7364,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2021,tv,10853,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,apple brand search,6208,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,apple non-brand search,1427,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,direct-mail,10946,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,facebook,85204,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,google brand search,4127,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,google non-brand search,19040,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,google uac,23476,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,impact radius,490,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,influencer,43791,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,package-inserts,289,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,podcast,4521,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,referral,326,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,snapchat,3962,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,tiktok,6170,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,tv,12469,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,apple brand search,6161,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,apple non-brand search,1656,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,direct-mail,7991,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,facebook,80186,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,google brand search,3835,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,google non-brand search,19675,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,google uac,48502,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,impact radius,660,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,influencer,31453,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,package-inserts,241,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,podcast,4208,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,promo,40100,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,referral,386,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,snapchat,1751,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,tiktok,6544,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2021,tv,11875,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,apple brand search,6247,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,apple non-brand search,1805,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,direct-mail,6581,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,facebook,81059,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,google brand search,4707,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,google non-brand search,19568,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,google uac,31818,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,impact radius,515,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,influencer,11325,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,package-inserts,193,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,podcast,4330,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,promo,57900,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,referral,374,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,snapchat,1907,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,tiktok,6034,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2021,tv,11451,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,apple brand search,5889,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,apple non-brand search,1504,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,direct-mail,5976,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,facebook,82074,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,google brand search,3938,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,google non-brand search,18136,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,google uac,33285,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,impact radius,716,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,influencer,8379,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,package-inserts,193,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,podcast,4114,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,promo,33150,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,referral,188,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,snapchat,2020,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,tiktok,5998,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2021,tv,11263,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2021,apple brand search,5271,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2021,apple non-brand search,1639,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2021,direct-mail,5506,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2021,facebook,82695,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2021,google brand search,3774,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2021,google non-brand search,16997,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2021,google uac,36476,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2021,impact radius,535,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2021,influencer,4632,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2021,package-inserts,145,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2021,podcast,4108,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2021,referral,282,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2021,snapchat,1899,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2021,tiktok,5984,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2021,tv,10486,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,apple brand search,5251,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,apple non-brand search,1331,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,direct-mail,5506,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,facebook,91644,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,google brand search,3582,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,google non-brand search,16964,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,google uac,33823,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,impact radius,800,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,influencer,20300,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,package-inserts,145,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,podcast,4019,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,referral,329,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,snapchat,1844,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,tiktok,6061,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,tv,9213,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2021,apple brand search,5929,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2021,apple non-brand search,1551,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2021,direct-mail,5036,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2021,facebook,83095,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2021,google brand search,3282,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2021,google non-brand search,13681,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2021,google uac,31647,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2021,impact radius,560,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2021,influencer,37381,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2021,package-inserts,96,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2021,podcast,1947,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2021,referral,314,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2021,snapchat,7964,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2021,tiktok,5444,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2021,tv,10259,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2021,apple brand search,6200,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2021,apple non-brand search,1491,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2021,direct-mail,2040,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2021,facebook,72859,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2021,google brand search,848,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2021,google non-brand search,4666,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2021,google uac,30882,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2021,impact radius,450,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2021,influencer,42612,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2021,package-inserts,96,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2021,podcast,1902,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2021,referral,403,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2021,snapchat,6739,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2021,tiktok,3923,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2021,tv,11859,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2021,apple brand search,6346,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2021,apple non-brand search,1788,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2021,direct-mail,1570,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2021,facebook,66546,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2021,google brand search,580,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2021,google non-brand search,4789,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2021,google uac,24516,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2021,impact radius,575,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2021,influencer,15370,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2021,package-inserts,96,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2021,podcast,1835,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2021,referral,369,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2021,snapchat,7510,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2021,tiktok,4988,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2021,tv,10939,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2021,apple brand search,8198,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2021,apple non-brand search,1092,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2021,direct-mail,1570,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2021,facebook,66374,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2021,google brand search,331,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2021,google non-brand search,1342,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2021,google uac,22949,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2021,impact radius,1075,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2021,influencer,496,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2021,package-inserts,96,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2021,podcast,2017,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2021,referral,338,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2021,snapchat,8915,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2021,tiktok,4849,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2021,tv,11899,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2021,apple brand search,7130,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2021,apple non-brand search,1299,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2021,direct-mail,1435,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2021,facebook,80867,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2021,google brand search,115,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2021,google non-brand search,1255,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2021,google uac,23360,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2021,impact radius,415,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2021,influencer,34662,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2021,package-inserts,618,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2021,podcast,2314,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2021,promo,32350,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2021,referral,271,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2021,snapchat,8284,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2021,tiktok,4074,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2021,tv,12602,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2021,apple brand search,7022,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2021,apple non-brand search,1426,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2021,direct-mail,1435,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2021,facebook,83307,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2021,google brand search,548,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2021,google non-brand search,2131,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2021,google uac,21115,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2021,impact radius,1025,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2021,influencer,231681,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2021,package-inserts,2707,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2021,podcast,2510,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2021,referral,298,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2021,snapchat,7931,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2021,tiktok,4074,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2021,tv,9441,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2021,apple brand search,6814,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2021,apple non-brand search,1229,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2021,direct-mail,1435,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2021,facebook,78417,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2021,google brand search,1183,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2021,google non-brand search,5706,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2021,google uac,27388,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2021,impact radius,790,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2021,influencer,2550,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2021,package-inserts,1662,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2021,podcast,2510,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2021,referral,276,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2021,snapchat,7962,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2021,tiktok,4248,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2021,tv,8485,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2021,apple brand search,7402,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2021,apple non-brand search,1502,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2021,direct-mail,1435,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2021,facebook,75387,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2021,google brand search,2215,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2021,google non-brand search,17872,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2021,google uac,28952,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2021,impact radius,655,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2021,influencer,67671,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2021,package-inserts,1092,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2021,podcast,1997,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2021,radio, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2021,referral,275,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2021,snapchat,6443,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2021,tiktok,4720,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2021,tv,10886,,,,,,,,,,,,,,,,,,,,,,,,,
